Carrera/Titulación,Carrera Gestional,Especialidad,Vacante,Avance,Semestres Totales,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Actividad Grupal.1,Ingles,Destacado,Ingresados Si/No,Apto,Apto suma
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Informática,Ing. Informática,Tecnologías de Información,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Informática,Ing. Informática,Tecnologías de Información,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,1,0,0,0,0,1,1,0,1,0,0,1,2
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,1,0,0,1,0,0,0,0,1,0,0,1,2
Contaduría Pública,Contabilidad,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,1,1,0,2,0,2,2,0,1,0,0,2,6
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,1,0,0,2,0,0,0,1,0,0,2,4
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,1,1,0,2,0,0,2,0,2,0,0,2,5
Administración ,Administración ,Negocios,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Bioquímica,Ing. Bioquímica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Computacionales ,Tecnologías Computacionales,Tecnologías de Información,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración ,Administración ,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Gestión Empresarial,Ing. Gestión Empresarial,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
